RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.45,0.85,0:03.30,25,538279,0,209
90,2.44,2.32,0:04.79,34801,751764,0,266518
80,2.54,2.19,0:04.76,34753,751811,0,266747
70,2.39,2.43,0:04.85,34746,751828,0,267127
60,2.68,2.69,0:05.39,76694,918658,0,477750
50,2.63,2.99,0:05.63,86590,962135,0,526424
40,2.58,2.84,0:05.43,87731,960994,0,531453
30,2.79,2.68,0:05.48,88412,960314,0,531441
20,2.55,2.86,0:05.42,87191,961535,0,531451
10,2.65,2.77,0:05.44,87569,961157,0,531455
5,2.50,2.83,0:05.34,87364,961361,0,531473
