RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.89,1.32,0:08.22,435,679411,2496,557
90,6.92,1.19,0:08.12,30,689363,67284,12522
80,6.76,1.46,0:08.23,190,692725,151149,13485
70,7.00,1.37,0:08.38,784,696155,201564,23905
60,7.04,1.70,0:08.76,13958,709627,279896,68757
50,7.14,1.79,0:08.94,4094,732989,379259,117144
40,7.13,2.12,0:09.26,6544,738120,487318,271702
30,7.14,2.46,0:09.61,15164,730566,539691,439253
20,7.36,2.51,0:09.88,2235,733743,636114,537286
10,7.54,2.61,0:10.16,2229,729332,679764,685553
5,8.31,2.69,0:11.01,8333,751018,736278,764542
