RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,679866,940690.7,250245.6,435,2529.058,16.100,,,,68231.61,458,15.152,0.000,679866,131086.7,121776.8,,,
100,1,763,1503.272,6.517,16,116.037,39.908,,,,,16,0.572,0.000,763,30.339,0.000,,,
100,2,919,1668.465,1.881,,,,,,,,,,,919,35.526,0.000,,,
100,3,666,1137.487,2.192,,,,,,,,,,,666,26.510,0.000,,,
100,4,719,1292.609,2.689,,,,,,,,,,,719,27.564,0.000,,,
90,0,689319,929122.4,352384.1,30,388.909,143.968,,,,82528.37,152,7.327,0.000,689319,145425.2,302094.9,,,
90,1,526,1100.346,5.436,16,115.912,44.516,,,,,16,0.574,0.000,526,22.113,0.000,,,
90,2,545,1165.076,6.549,31,188.397,5.061,,,,,31,1.130,0.000,545,20.020,0.000,,,
90,3,698,1253.292,3.728,,,,,,,,,,,698,26.860,0.000,,,
90,4,565,899.587,1.288,,,,,,,,,,,565,22.114,0.000,,,
80,0,693057,969156.4,364624.4,190,3981.491,120.775,1,18861.42,0.000,88128.74,3672,197.088,30.721,693057,151977.9,297344.7,,,
80,1,849,1564.813,3.867,16,127.653,52.186,,,,,16,0.612,0.000,849,31.539,0.000,,,
80,2,670,1303.504,2.910,32,181.393,0.751,,,,,32,1.134,0.000,670,24.829,0.000,,,
80,3,886,1601.403,1.505,,,,,,,,,,,886,32.140,0.000,,,
80,4,796,1455.281,2.771,,,,,,,,,,,796,29.663,0.000,,,
70,0,696936,981618.7,1803612,784,15188.21,128.077,7,122944.0,29661205,105866.0,7686,267.987,0.327,696936,170813.6,1407359,,,
70,1,794,1508.117,6.499,,,,,,,,,,,794,29.148,0.000,,,
70,2,691,1196.921,1.479,,,,,,,,,,,691,26.542,0.000,,,
70,3,648,1160.652,3.257,,,,,,,,,,,648,24.646,0.000,,,
70,4,909,1591.026,2.350,,,,,,,,,,,909,34.015,0.000,,,
60,0,723619,1226917,2467451,13958,148115.8,8992.633,4,161000.2,950166223,165142.0,34335,1609.333,514.971,723619,233251.1,1696881,,,
60,1,898,1754.009,4.914,16,123.735,24.144,,,,,16,0.605,0.000,898,34.826,0.000,,,
60,2,997,1864.626,5.033,34,209.665,6.734,,,,,34,1.283,0.000,997,41.011,0.000,,,
60,3,481,794.782,4.381,2,37.716,341.283,,,,,3,0.138,0.000,481,18.197,0.000,,,
60,4,450,756.684,5.149,,,,,,,,,,,450,16.955,0.000,,,
50,0,737080,1285875,4673271,4094,58087.68,509.467,9,214998.9,152561053,300924.1,26577,950.179,0.149,737080,370758.4,4242364,,,
50,1,464,832.628,4.127,8,74.915,71.502,,,,,8,0.392,0.000,464,17.807,0.000,,,
50,2,418,790.603,6.673,16,133.058,45.145,,,,,16,0.984,0.000,418,16.858,0.000,,,
