RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101302,0
90,162328,40329
80,163829,47422
70,182184,57957
60,198169,64084
50,274164,71329
40,986112,181303
30,1110564,228786
20,1154696,230671
10,1329037,275729
5,1215688,275895
