RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,1307121,1390944,10800702,16557,106421.1,151.585,2,26755.05,4638019,489296.8
30,1,2417,3155.110,7.409,,,,,,,
30,2,2285,2937.920,12.324,,,,,,,
30,3,2442,3134.436,9.338,,,,,,,
30,4,1895,2456.240,2.540,,,,,,,
