RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.04,0.11,0:01.32,0,100491,0,0
90,4.26,0.51,0:01.55,16201,126072,45088,40227
80,4.39,0.74,0:01.66,25385,127148,60840,52434
70,4.32,1.02,0:01.69,51676,116841,74859,66969
60,4.32,0.88,0:01.68,46929,119698,71371,69326
50,4.77,0.86,0:01.83,48521,136683,79410,80353
40,6.52,5.04,0:03.40,172917,823668,500641,436620
30,6.41,7.62,0:04.33,238878,1097359,682317,750993
20,5.82,8.03,0:04.36,262841,1108316,704242,790659
10,5.89,8.37,0:04.47,284616,1098346,709834,800664
5,6.82,10.19,0:05.57,406133,1279389,740375,877292
