RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.85,0.17,0:04.03,0,100590,0,0
90,3.94,0.30,0:04.29,879,113533,89503,86048
80,3.95,0.44,0:04.42,4359,116171,121423,110781
70,3.98,0.51,0:04.53,4799,119579,148769,132924
60,4.07,0.56,0:04.67,8533,124685,160120,154088
50,4.04,0.96,0:05.07,32058,158633,224957,213860
40,4.61,1.92,0:06.69,17496,576126,1082337,1153627
30,4.50,2.42,0:07.22,2615,762834,1415188,1527150
20,4.73,2.11,0:07.16,33,772807,1418707,1552775
10,4.35,2.66,0:07.30,2440,771664,1425744,1557349
5,4.59,5.11,0:09.95,77699,873839,1644881,2456061
