RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.80,0.22,0:02.40,0,101063,0,0
90,7.99,0.61,0:02.58,6974,108851,58198,42375
80,8.19,0.55,0:02.63,892,126074,73109,51231
70,7.46,0.53,0:02.44,490,103976,66885,59685
60,8.05,0.69,0:02.62,14045,145297,90624,70072
50,8.68,1.11,0:02.89,15370,241964,168100,90534
40,8.97,3.74,0:03.63,33866,513708,481596,454987
30,9.34,4.69,0:04.04,26721,563696,551291,597587
20,9.29,4.12,0:03.87,20406,553457,546264,592610
10,9.92,4.18,0:04.06,103132,553071,548725,605850
5,13.64,13.50,0:08.93,1440148,909104,572294,923277
