RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101355,0
90,116205,7017
80,127566,946
70,104895,543
60,159789,14094
50,258232,15421
40,548846,33921
30,613459,26770
20,589058,20464
10,661508,103171
5,3489887,1440204
