RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.69,0.76,0:06.45,111,678820,1634,617
90,5.65,0.82,0:06.47,1539,687859,80241,13859
80,5.71,0.86,0:06.58,2156,696708,154418,16811
70,5.62,1.12,0:06.74,9962,707665,205846,31078
60,5.80,1.37,0:07.19,47813,731485,295834,69625
50,5.81,1.83,0:07.65,77668,810617,365645,151376
40,5.84,2.39,0:08.24,125615,880426,479126,298588
30,5.95,2.89,0:08.86,176836,996966,571825,447424
20,5.99,3.24,0:09.26,197186,1061914,666477,599617
10,6.20,3.67,0:09.91,250393,1125929,722848,759717
5,7.00,3.76,0:10.81,250070,1193064,769107,847826
