RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,678972,497518.3,99945.27,111,755.244,3.569,,,,,1507,203.491,2.794,678972,19530.04,999.917,,,
100,1,1795,2415.092,3.854,,,,,,,,,,,1795,77.706,0.156,,,
100,2,2009,2747.619,2.276,10,65.250,0.647,,,,,27,14.061,3.600,2009,67.570,0.000,,,
100,3,1814,2360.153,2.382,,,,,,,,,,,1814,61.788,0.000,,,
100,4,1301,1702.315,1.943,,,,,,,,,,,1301,48.131,0.000,,,
90,0,689599,524780.9,130481.9,1539,9931.160,2.156,,,,,12682,2172.247,37.282,689599,20001.30,701.261,,,
90,1,2528,3314.835,7.331,,,,,,,,,,,2528,88.315,0.000,,,
90,2,2111,2911.706,135.048,2,14.843,2.435,,,,,12,6.761,3.167,2111,78.156,0.008,,,
90,3,1742,2442.530,3.546,6,55.640,52.899,,,,,21,0.753,0.000,1742,60.420,0.000,,,
90,4,1505,2197.906,3.438,,,,,,,,,,,1505,71.705,0.184,,,
80,0,698860,545199.0,164317.6,2156,14436.60,28.805,1,9544.816,0.000,,22208,3134.116,344.104,698860,20180.44,1452.525,,,
80,1,1300,1657.108,1.536,,,,,,,,,,,1300,45.943,0.000,,,
80,2,837,1126.386,3.052,3,26.672,19.369,,,,,21,6.974,1.793,837,29.869,0.000,,,
80,3,2276,3188.863,13.127,,,,,,,,,,,2276,105.716,1.127,,,
80,4,2481,3575.126,67.643,2,33.920,33.456,,,,,8,0.310,0.000,2481,100.466,0.305,,,
70,0,717747,617921.6,3762513,9962,67038.59,2878.233,8,79987.84,6063523,,41033,3318.901,7631.095,717747,21304.26,24077.98,,,
70,1,2561,3318.168,7.122,5,37.398,2.313,,,,,8,0.313,0.000,2561,102.554,0.230,,,
70,2,1657,2737.268,4.744,1,10.152,0.000,,,,,8,0.329,0.000,1657,67.968,0.016,,,
70,3,1784,2368.477,3.404,,,,,,,,,,,1784,78.139,0.130,,,
70,4,1717,2321.641,2.565,,,,,,,,,,,1717,92.017,0.268,,,
60,0,779407,954720.2,900462.3,47813,339183.8,17016.13,12,94481.24,8727488,,102503,5066.500,2330.643,779407,22918.53,2050.165,,,
60,1,2779,3714.085,4.383,,,,,,,,,,,2779,96.513,0.000,,,
60,2,2456,3585.078,15.268,1,13.823,0.000,,,,,10,0.403,0.000,2456,140.225,1.128,,,
60,3,3007,4184.609,60.524,4,31.214,7.960,,,,,8,0.366,0.000,3007,120.053,1.822,,,
60,4,1778,2489.621,3.766,,,,,,,,,,,1778,63.317,0.000,,,
50,0,888210,1281289,1229885,77668,556824.3,16684.84,16,137056.8,7620435,,212132,10869.82,3607.177,888210,27135.22,2311.166,,,
50,1,3078,4275.971,24.086,,,,,,,,,,,3078,104.895,0.002,,,
50,2,2413,3581.908,9.725,5,32.829,0.726,,,,,16,7.880,3.228,2413,91.584,0.023,,,
50,3,3230,4124.542,7.426,4,28.509,2.277,,,,,16,0.521,0.000,3230,111.765,0.001,,,
50,4,2712,3341.586,3.175,,,,,,,,,,,2712,93.308,0.000,,,
40,0,1006160,1743413,2538985,125618,903180.0,2371411,22,169110.3,2403101,,331658,19516.98,12232.02,1006160,31528.23,19784.79,,,
40,1,2655,3454.673,3.647,,,,,,,,,,,2655,92.774,0.000,,,
40,2,1952,3745.594,6.296,,,,,,,,10,0.382,0.000,1952,83.569,0.027,,,
40,3,1738,2392.704,2.561,,,,,,,,,,,1738,62.752,0.000,,,
40,4,644,797.975,0.804,,,,,,,,,,,644,22.382,0.000,,,
30,0,1173868,2291423,6362551,176836,1269741,69370.39,16,112399.9,5024707,,505563,41316.40,19065.74,1173868,37988.78,44868.79,,,
30,1,2766,3889.904,7.355,,,,,,,,,,,2766,100.678,0.000,,,
30,2,2916,4659.274,7.208,1,8.038,0.000,,,,,19,7.835,2.670,2916,122.704,0.018,,,
30,3,2443,3460.270,12.675,,,,,,,,,,,2443,101.890,0.322,,,
30,4,1815,2462.904,2.606,,,,,,,,,,,1815,79.983,0.123,,,
20,0,1259094,2576127,13632749,197187,1413997,1519371,16,105901.8,4045182,,601271,77346.01,122028.0,1259094,41585.44,24287.25,,,
20,1,1784,2158.870,1.798,,,,,,,,,,,1784,64.745,0.000,,,
20,2,1578,2502.929,5.402,3,30.875,16.988,,,,,31,8.383,1.642,1578,74.416,0.157,,,
20,3,8678,10431.34,246.908,,,,,,,,,,,8678,527.986,11.761,,,
20,4,2828,4232.784,6.435,1,10.394,0.000,,,,,7,0.284,0.000,2828,114.820,0.159,,,
10,0,1376536,3076187,949297.1,250393,1782583,148400.0,8,46279.81,2586827,,720903,93232.72,360967.7,1376536,45676.10,44163.75,,,
10,1,3837,5105.911,21.125,,,,,,,,,,,3837,138.007,0.001,,,
10,2,1839,3418.935,5.012,,,,,,,,,,,1839,80.845,0.012,,,
10,3,1526,2166.372,2.765,,,,,,,,,,,1526,88.765,0.328,,,
10,4,6492,7666.793,88.266,,,,,,,,,,,6492,353.575,2.798,,,
5,0,1443130,3168208,1123702,250070,1780764,13775226,7,32773.94,1812058,,789819,121935.8,142071.9,1443130,48582.57,57764.80,,,
5,1,2804,3740.496,4.346,,,,,,,,,,,2804,118.622,0.180,,,
5,2,969,1697.049,5.724,2,28.356,63.641,,,,,13,5.804,2.105,969,50.588,0.047,,,
5,3,1257,1838.441,2.411,,,,,,,,,,,1257,61.802,0.182,,,
5,4,10117,11779.36,202.074,,,,,,,,,,,10117,521.406,5.457,,,
