RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101484,71
90,161089,429
80,168519,563
70,191645,702
60,218252,328
50,309016,1417
40,991230,5411
30,1103211,8438
20,1344753,53364
10,1645741,47435
5,2733219,40797
