RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,3.06,0:05.25,110387,938397,-37895267,124848
90,2.24,2.57,0:05.21,26,1048763,-38453402,556080
80,2.37,2.34,0:05.11,16,1048776,-39018919,562085
70,2.33,2.31,0:05.04,14,1048785,-39584536,562185
60,2.34,2.45,0:05.20,14,1048784,-40150158,562392
50,2.37,2.72,0:05.51,14,1048789,-40715765,562677
40,2.44,2.10,0:04.95,14,1048791,-41281392,562582
30,2.31,2.28,0:05.00,14,1048793,-41847018,562724
20,2.56,1.91,0:04.88,14,1048798,-42412641,562777
10,2.54,1.89,0:04.85,15,1048798,-42978258,562932
5,2.62,1.75,0:04.79,14,1048803,-43543884,562954
