RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.85,1.13,0:03.99,1964,597818,0,2547
90,2.91,2.42,0:05.34,43,1048872,0,518312
80,3.05,2.26,0:05.32,47,1048876,0,531433
70,2.92,2.45,0:05.37,47,1048879,0,531426
60,3.09,2.18,0:05.27,49,1048878,0,531427
50,2.91,2.46,0:05.37,47,1048888,0,531454
40,3.03,2.31,0:05.35,47,1048891,0,531421
30,2.99,2.25,0:05.24,47,1048891,0,531424
20,3.09,2.15,0:05.25,47,1048893,0,531423
10,2.93,2.31,0:05.25,43,1048900,0,531413
5,3.01,2.25,0:05.27,47,1048897,0,531444
