RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.66,0.09,0:03.76,0,104760,0,0
90,3.67,0.27,0:03.96,14043,112370,26320,16592
80,3.69,0.64,0:04.34,51038,116296,77510,56858
70,3.63,0.80,0:04.44,67109,113184,76014,73586
60,3.62,0.90,0:04.53,74392,118653,81360,81922
50,3.71,1.06,0:04.79,89088,157981,110348,105802
40,3.91,2.14,0:06.25,127343,570219,347938,322457
30,4.25,3.70,0:08.39,221438,1073534,656458,711518
20,4.40,3.82,0:08.71,229619,1115253,689477,760679
10,4.63,7.80,0:13.88,460297,2148810,1267931,1499194
5,4.66,7.89,0:13.95,453796,2211773,1282996,1630563
