RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.80,0:06.36,97,678797,1582,532
90,5.64,0.84,0:06.48,1570,687828,80274,13854
80,5.71,0.87,0:06.58,1996,694139,151419,15476
70,5.74,0.96,0:06.71,8286,705926,198184,30156
60,5.72,1.43,0:07.17,46850,732828,292776,70456
50,5.90,1.75,0:07.67,78604,813415,372038,154386
40,5.90,2.29,0:08.21,122964,879840,475359,296741
30,5.97,2.88,0:08.87,181845,991916,570348,442786
20,5.97,3.26,0:09.25,202070,1062491,670478,608078
10,6.16,4.22,0:10.42,339279,1036782,722754,775684
5,7.05,3.67,0:10.77,243132,1198791,769725,848185
