RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,678941,493814.3,102387.5,98,887.989,459.390,,,,,1478,152.340,0.902,678941,19662.53,795.367
100,1,2519,3367.882,6.650,,,,,,,,,,,2519,86.527,0.000
100,2,2292,3018.798,19.996,,,,,,,,,,,2292,78.769,0.001
100,3,1615,2295.824,3.465,4,46.306,56.181,,,,,10,11.379,12.178,1615,87.513,0.314
100,4,1501,1920.495,1.735,,,,,,,,,,,1501,52.347,0.000
90,0,689512,521424.8,93728.27,1570,10124.19,2.039,,,,,12648,2071.777,59.578,689512,20010.78,748.434
90,1,2131,2924.183,35.352,,,,,,,,,,,2131,75.840,0.004
90,2,1629,2364.591,3.142,,,,,,,,4,0.184,0.000,1629,60.487,0.001
90,3,1868,2531.856,2.818,3,25.271,4.684,,,,,9,0.437,0.000,1868,67.625,0.000
90,4,1410,1906.512,2.025,,,,,,,,,,,1410,49.571,0.000
80,0,696181,540180.7,191430.7,1996,13418.94,3.602,1,7792.185,0.000,,19441,2748.595,173.967,696181,20470.67,1829.447
80,1,1313,1817.306,6.507,,,,,,,,,,,1313,45.106,0.000
80,2,2131,2976.032,67.212,6,71.433,139.675,,,,,35,9.850,2.043,2131,71.371,0.003
80,3,1648,2178.695,1.958,,,,,,,,,,,1648,57.075,0.000
80,4,2247,3086.908,14.618,,,,,,,,,,,2247,92.953,0.686
70,0,714212,599755.3,310885.8,8286,55403.47,29.809,7,75743.16,6967223,,37636,3527.032,218.816,714212,21457.57,18889.83
70,1,466,623.368,2.152,,,,,,,,,,,466,16.676,0.000
70,2,656,821.109,1.801,2,21.738,45.486,,,,,8,0.324,0.000,656,21.981,0.000
70,3,3138,4259.197,13.809,,,,,,,,,,,3138,105.440,0.001
70,4,2386,3215.756,11.219,,,,,,,,,,,2386,96.165,0.391
60,0,779820,942204.6,887616.4,46852,331184.6,35598.98,11,88406.25,7552286,,102930,4964.515,581.841,779820,23417.72,2174.566
60,1,2240,3021.743,16.924,,,,,,,,,,,2240,109.403,1.534
60,2,1851,2602.502,3.380,7,73.504,42.765,,,,,34,7.037,0.989,1851,64.765,0.001
60,3,1462,1902.913,2.089,1,10.282,0.000,,,,,2,0.040,0.000,1462,52.335,0.000
60,4,1090,1432.287,1.950,,,,,,,,,,,1090,52.497,0.201
50,0,892019,1284072,1672699,78604,563593.6,18239.59,16,134272.6,10636902,,215945,12313.85,6911.496,892019,27746.85,3496.366
50,1,2450,3165.997,8.099,2,32.972,116.800,,,,,4,0.124,0.000,2450,85.075,0.000
50,2,2329,4015.227,32.606,1,17.828,0.000,,,,,7,0.286,0.000,2329,97.919,0.054
50,3,1594,2051.196,2.041,,,,,,,,,,,1594,56.236,0.000
50,4,1405,1753.193,0.758,,,,,,,,,,,1405,50.515,0.000
40,0,1002729,1715874,1841453,122964,885950.0,53534.63,21,160624.0,3804912,,328280,20078.43,13906.92,1002729,31330.14,4318.987
40,1,2909,4080.304,4.936,,,,,,,,,,,2909,103.643,0.000
40,2,3197,5325.240,25.426,6,42.064,2.292,,,,,29,12.092,4.144,3197,119.088,0.020
40,3,3511,4703.063,6.769,,,,,,,,,,,3511,137.683,0.222
40,4,2866,3881.868,4.356,,,,,,,,,,,2866,123.265,0.209
30,0,1173759,2309959,3227224,181845,1299552,484263.1,16,110499.9,5050880,,506250,45556.11,29420.24,1173759,38087.37,5036.871
30,1,2822,3762.586,3.617,1,10.071,0.000,,,,,9,0.410,0.000,2822,112.856,0.179
30,2,2248,3389.434,23.230,1,8.442,0.000,,,,,10,0.392,0.000,2248,89.312,0.047
30,3,2098,2855.306,82.015,,,,,,,,,,,2098,74.728,0.009
30,4,2064,2803.595,2.482,,,,,,,,,,,2064,88.891,0.137
20,0,1264486,2578400,8153180,202070,1438266,60464.43,15,102958.4,4178252,,603179,67211.56,64119.28,1264486,42032.06,12095.56
20,1,3251,4623.718,12.426,,,,,,,,,,,3251,113.231,0.000
20,2,3440,6587.108,23.985,7,53.468,15.031,,,,,28,8.832,2.140,3440,161.169,0.371
20,3,2916,3952.285,5.062,2,18.336,0.474,,,,,9,0.441,0.000,2916,136.053,0.308
20,4,2806,3829.744,3.991,,,,,,,,,,,2806,101.777,0.000
10,0,1376247,3604524,863779.4,339279,2338694,1584793,8,47538.39,2604857,,721528,100123.2,1031639,1376247,45236.36,7289.606
10,1,3723,5252.015,35.650,,,,,,,,,,,3723,131.433,0.002
10,2,3386,5518.904,17.253,4,27.075,1.950,,,,,9,0.333,0.000,3386,133.604,0.028
10,3,3984,5353.415,9.641,,,,,,,,,,,3984,203.784,1.206
10,4,3776,5054.045,24.886,,,,,,,,,,,3776,134.624,0.002
5,0,1442179,3120593,832638.7,243132,1739263,305266.9,7,36830.07,4610756,,787738,120147.3,231168.6,1442179,48744.36,41875.61
5,1,4027,5947.413,10.743,,,,,,,,,,,4027,141.004,0.000
5,2,3706,5838.322,243.627,3,20.429,1.222,,,,,27,10.977,3.666,3706,171.752,2.501
5,3,4129,5181.566,4.641,,,,,,,,,,,4129,145.400,0.000
5,4,3617,4792.299,149.709,5,39.328,3.764,,,,,17,0.558,0.000,3617,127.510,0.015
