RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.08,5.40,0:07.48,437320,611461,564046,471057
90,2.23,2.00,0:04.97,11,1048774,565069,530083
80,2.31,2.01,0:05.03,14,1048778,565618,562246
70,2.31,2.02,0:05.01,15,1048780,565619,562346
60,2.33,2.02,0:04.97,16,1048783,565622,562423
50,2.36,2.04,0:04.97,16,1048786,565628,562623
40,2.42,2.01,0:04.94,15,1048790,565626,562709
30,2.36,2.08,0:04.91,11,1048797,565626,562818
20,2.54,1.95,0:04.92,15,1048796,565626,562931
10,2.60,1.92,0:04.92,14,1048799,565626,563037
5,2.63,1.90,0:04.90,15,1048801,565625,563089
