RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.33,0.22,0:02.87,0,101049,0,0
90,7.44,0.57,0:03.04,66,153646,0,41384
80,7.03,0.58,0:02.92,48,163962,0,49261
70,7.43,0.52,0:03.05,126,169341,0,59298
60,7.18,0.60,0:02.98,622,193548,0,65833
50,7.74,0.67,0:03.19,1131,285381,0,78761
40,8.73,2.22,0:04.05,2482,1000876,0,413112
30,8.84,2.55,0:04.23,188,1081603,0,559439
20,8.80,2.72,0:04.29,107,1100786,0,579747
10,9.28,3.27,0:04.63,4863,1116158,0,591398
5,11.33,4.05,0:05.66,31313,1206564,0,617729
