RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.12,0:01.72,0,100476,0,0
90,4.11,0.54,0:01.82,40284,112858,61211,43614
80,4.11,0.58,0:01.84,46190,115453,70461,50076
70,4.15,0.66,0:01.89,56876,121211,76918,63638
60,4.12,0.75,0:01.90,64080,112235,74677,69223
50,4.34,0.83,0:02.01,68263,168854,106332,75999
40,6.31,3.56,0:03.65,185002,980562,585898,481000
30,6.62,4.57,0:04.17,250871,1105127,693956,758491
20,6.51,4.77,0:04.24,271033,1105672,706853,793910
10,6.53,4.90,0:04.33,277789,1108302,711168,800442
5,6.95,5.11,0:04.55,286908,1147623,730390,813769
