RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.00,5.45,0:07.46,433779,615002,563981,467305
90,2.16,2.08,0:04.97,11,1048774,565047,528960
80,2.23,2.09,0:05.03,14,1048778,565617,562238
70,2.35,1.99,0:05.01,15,1048780,565618,562355
60,2.33,2.03,0:04.97,16,1048783,565620,562398
50,2.50,1.90,0:04.96,16,1048786,565627,562620
40,2.60,1.84,0:04.94,15,1048790,565626,562700
30,2.44,2.02,0:04.93,15,1048793,565623,562826
20,2.52,1.99,0:04.94,15,1048796,565628,562928
10,2.60,1.93,0:04.92,15,1048799,565621,563028
5,2.64,1.90,0:04.91,15,1048801,565623,563085
