RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1049165,433834
90,1258510,67
80,1284918,71
70,1287544,72
60,1287413,73
50,1285116,75
40,1298489,73
30,1290861,71
20,1299250,73
10,1299414,67
5,1293230,71
