RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.51,0.74,0:03.26,50,525623,40238,1876
90,2.58,2.63,0:05.44,40632,745938,1893106,1286691
80,2.66,2.73,0:05.62,43158,743412,2212980,1419629
70,2.62,5.63,0:08.45,41971,744606,2872528,1706628
60,2.65,4.44,0:07.45,88208,915344,3047297,2525279
50,2.76,4.64,0:07.81,99539,949189,3070405,2760860
40,2.63,4.76,0:07.84,101075,947652,3110449,2812756
30,2.78,3.21,0:06.05,96202,952526,2713423,1267284
20,2.72,4.73,0:07.92,102259,946469,3131564,2820384
