RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.86,0.13,0:04.00,0,104760,0,0
90,3.93,0.34,0:04.27,8369,133274,37555,23329
80,3.81,0.49,0:04.30,7609,167635,74178,55128
70,3.75,0.48,0:04.23,4646,175673,74446,70622
60,3.72,0.44,0:04.16,3342,177090,74610,77871
50,3.74,0.51,0:04.26,5221,193645,84423,80459
40,3.91,1.55,0:05.47,34301,581735,291002,189576
30,4.34,2.26,0:06.60,17046,1288778,667090,709356
20,4.29,2.48,0:06.77,33222,1305597,688456,742282
10,4.62,4.19,0:08.82,39855,2624750,1277555,1323857
5,4.66,4.18,0:08.84,36686,2628278,1282114,1612536
