RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.19,2.95,0:05.15,217699,568866,283363,234560
90,2.27,1.25,0:03.80,35,786530,342307,262491
80,2.38,1.22,0:03.89,8,786557,401208,282742
70,2.40,1.25,0:03.95,12,786560,456752,283549
60,2.57,1.73,0:04.80,2088,996111,564590,503841
50,2.51,1.92,0:04.95,184,1048544,565426,552822
40,2.70,1.76,0:04.94,92,1048632,565523,558466
30,2.62,1.86,0:04.91,19,1048709,565595,562800
20,2.66,1.86,0:04.92,20,1048708,565595,562907
10,2.70,1.85,0:04.92,20,1048708,565597,563007
5,2.86,1.69,0:04.91,19,1048709,565593,563056
