RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678280,137
90,689876,1853
80,689851,1816
70,699117,7064
60,734999,38701
50,833325,91712
40,965837,105034
30,1143789,196587
20,1221708,226137
10,1386783,302926
5,1444288,335051
