RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.94,1.08,0:08.04,26,678273,2815,1812
90,6.93,1.20,0:08.19,31,689364,98611,38709
80,7.06,1.20,0:08.29,26,689375,216339,40530
70,7.14,1.60,0:08.77,105,689389,423409,72378
60,7.13,2.40,0:09.58,17567,701123,703154,227119
50,7.19,3.06,0:10.41,12230,722021,1011405,490646
40,7.29,3.61,0:11.20,12579,784933,1314177,922892
30,7.33,4.34,0:12.53,23874,894426,1650114,1487750
20,7.72,4.14,0:13.10,1525,958527,1967850,1726871
10,8.27,4.17,0:13.08,4407,941783,2120642,2197215
5,9.14,5.46,0:15.14,22794,1034272,2624140,2478841
