RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.28,0.18,0:04.48,0,104851,0,0
90,4.50,0.45,0:04.97,12372,114661,137775,85043
80,4.78,1.24,0:06.03,50868,116834,391702,284988
70,4.56,1.58,0:06.15,66522,112563,396070,380255
60,4.74,1.73,0:06.49,74822,121415,414431,417520
50,4.88,2.15,0:07.06,83062,154745,528843,511204
40,6.29,3.41,0:09.87,90437,330811,1283542,1327643
30,7.40,10.77,0:19.81,216408,1064488,3356857,3643844
20,7.55,11.53,0:21.23,223462,1104997,3617885,4041410
10,7.98,25.32,0:38.23,480857,2138537,6504559,8027468
5,7.49,21.74,0:33.97,446180,2219509,5389661,7369194
