RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.79,0.13,0:02.15,0,100521,0,0
90,3.94,0.28,0:02.34,631,140371,43799,41536
80,4.06,0.28,0:02.41,2368,152113,58274,53214
70,3.95,0.39,0:02.42,3297,162802,73493,64706
60,4.04,0.40,0:02.48,5509,172358,77633,74450
50,4.36,0.73,0:02.81,33293,215528,113772,108607
40,4.86,1.88,0:03.64,4968,1104604,548541,528982
30,4.90,2.42,0:03.99,5318,1349094,692104,742277
20,4.81,2.53,0:04.02,288,1380566,707267,773222
10,5.05,2.71,0:04.24,102,1382653,709351,776633
5,5.57,2.90,0:04.58,3503,1387430,714718,781520
