RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.84,0:06.40,167,678609,1463,548
90,5.59,0.90,0:06.49,32,689366,53814,13454
80,5.67,0.98,0:06.66,449,691606,146358,15439
70,5.73,1.20,0:06.93,2430,710969,200903,28963
60,5.85,1.65,0:07.51,17464,762864,306166,75885
50,5.89,1.91,0:07.80,10221,877691,366591,139509
40,6.02,2.54,0:08.58,13262,1014804,501214,301916
30,5.94,2.92,0:08.89,18159,1152616,561204,459978
20,6.07,2.90,0:09.02,4781,1256206,670551,578155
10,6.20,3.10,0:09.38,2341,1369290,717835,726199
5,7.00,3.05,0:10.12,4927,1433836,767900,797530
