RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,700304,640027.6,366611.3,1401,42614.03,83.423,,,,,214940,114036.7,26515.73
100,1,226,233.255,0.320,,,,,,,,,,
100,2,413,581.313,1.703,,,,,,,,,,
100,3,1411,1735.651,2.066,4,65.335,6.091,,,,,8,0.320,0.000
100,4,1272,1429.888,1.407,,,,,,,,,,
90,0,786565,1613516,5444990,32843,648363.6,74207.95,5,160429.4,148470837,,378921,424215.9,132100.9
90,1,774,934.881,1.461,,,,,,,,,,
90,2,259,529.902,5.614,2,41.487,77.937,,,,,7,0.221,0.000
90,3,291,398.119,2.990,,,,,,,,,,
90,4,1621,2067.300,1.314,,,,,,,,,,
80,0,786605,1608471,15876755,32813,651362.9,14663.18,4,136313.6,191654361,,376162,414320.5,119363.5
80,1,1573,1889.774,1.675,,,,,,,,,,
80,2,346,596.544,2.545,,,,,,,,,,
80,3,2012,2803.050,2.488,,,,,,,,,,
80,4,778,936.601,1.473,,,,,,,,,,
70,0,786802,1618608,7959849,32808,647529.8,15064.59,3,109783.5,528586395,,377450,416498.6,119179.9
70,1,2049,2668.690,1.409,,,,,,,,,,
70,2,632,1043.280,4.545,1,17.706,0.000,,,,,9,4.169,1.545
70,3,2552,3503.478,5.998,,,,,,,,,,
70,4,1130,1360.282,1.543,,,,,,,,,,
60,0,996303,2300933,46747421,72331,1344297,498052.1,13,628421.2,1667895364,,560782,301908.9,230119.5
60,1,2175,2718.544,16.234,1,16.736,0.000,,,,,3,0.088,0.000
60,2,1133,1371.672,1.361,,,,,,,,,,
60,3,2595,3275.658,3.731,,,,,,,,,,
60,4,1948,2178.608,0.939,,,,,,,,,,
50,0,1048979,2455241,5165826,80812,1482072,113421.6,18,789230.6,571754123,,607500,292962.4,396518.8
50,1,379,459.297,1.988,,,,,,,,,,
50,2,274,588.324,2.074,,,,,,,,,,
50,3,3387,4725.851,9.784,,,,,,,,,,
50,4,1318,1677.378,4.169,5,93.350,67.972,,,,,30,36.345,16.689
40,0,1048652,2560808,3691085,85425,1553450,1396885,9,254310.3,114347088,,608612,299464.0,466030.0
40,1,496,500.944,2.648,,,,,,,,,,
40,2,218,484.663,2.453,,,,,,,,,,
40,3,3014,4077.212,36.251,,,,,,,,,,
40,4,1425,1725.669,1.450,,,,,,,,,,
30,0,1048761,4073796,32727286,191327,3104813,304803.3,2,89340.47,194107454,,596689,275771.5,425239.5
30,1,2072,2614.686,2.977,3,52.390,10.235,,,,,7,0.239,0.000
30,2,336,723.485,4.332,,,,,,,,,,
30,3,735,842.376,2.492,,,,,,,,,,
30,4,6364,7095.935,166.329,,,,,,,,,,
20,0,1048652,2441964,2548637,82367,1434910,79340.57,10,240380.5,20632616,,608861,299822.8,171098.6
20,1,1576,1920.791,1.703,,,,,,,,,,
20,2,435,723.137,2.791,,,,,,,,,,
20,3,2494,3248.791,6.416,,,,,,,,,,
20,4,603,826.070,4.802,2,34.299,0.314,,,,,12,0.464,0.000
10,0,1048652,2724652,4040833,94713,1688043,116470.7,1,30325.55,0.000,,608255,321116.9,1107465
10,1,1284,1678.836,1.983,,,,,,,,,,
10,2,206,490.719,3.568,,,,,,,,,,
10,3,4781,5723.995,149.928,,,,,,,,,,
10,4,1379,1755.695,1.960,,,,,,,,,,
5,0,1048652,2648205,2671273,94403,1575556,38407.27,3,62399.86,24349092,,616773,358194.5,348693.7
5,1,1082,1311.270,1.243,,,,,,,,,,
5,2,484,834.996,3.071,1,16.774,0.000,,,,,4,0.132,0.000
5,3,4906,6015.924,169.410,,,,,,,,,,
5,4,2524,3200.818,7.357,,,,,,,,,,
