RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.45,0.11,0:03.56,0,100590,0,0
90,3.50,0.54,0:04.05,37983,104196,51449,41258
80,3.47,0.66,0:04.14,50211,102663,68944,54269
70,3.43,0.98,0:04.42,73324,123776,89914,80734
60,3.49,0.85,0:04.35,70037,113119,80289,79505
50,3.52,1.13,0:04.66,90768,156102,112638,107640
40,3.51,3.45,0:07.51,163326,974805,594715,529979
30,3.50,4.60,0:08.79,250494,1132238,709280,773493
20,3.73,4.35,0:08.81,251610,1131130,709383,778960
10,3.81,4.49,0:09.03,255933,1186376,730361,817532
5,4.07,5.51,0:10.56,319333,1576438,817217,1241723
