RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.45,0.73,0:03.20,5,524423,95770,69343
90,3.05,1.78,0:05.30,31588,754978,870188,666453
80,2.95,3.24,0:07.52,41811,744755,1449932,1113411
70,2.62,4.57,0:08.93,46145,740428,1655811,1132250
60,2.76,6.38,0:10.84,81662,914533,1930795,1356922
50,2.70,9.29,0:14.08,100003,948727,2619134,2077879
40,2.76,10.11,0:15.07,101961,946768,3128764,2244278
30,2.79,10.77,0:15.87,101912,946817,3625535,2244824
20,2.76,11.37,0:16.43,101427,947303,3873794,2256352
10,2.79,11.86,0:16.95,104399,944331,4095274,2263656
5,2.65,12.29,0:17.27,101921,946815,4279346,2255315
