RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.99,0.16,0:04.16,0,100590,0,0
90,4.10,0.28,0:04.43,912,111745,133807,126870
80,4.18,0.41,0:04.65,3189,117559,179281,163664
70,4.16,0.61,0:04.85,4781,123083,224830,197106
60,4.15,0.77,0:04.98,7834,127996,238477,226444
50,4.21,1.18,0:05.45,34109,159252,335556,319591
40,4.56,2.57,0:07.35,17767,596126,1462837,1537588
30,4.74,2.68,0:08.21,885,820546,1924108,2024523
20,4.82,2.65,0:08.31,31,833596,1950659,2095856
10,4.83,3.20,0:08.72,8945,825095,1999912,2143088
5,4.95,6.28,0:12.61,62593,1159038,2393072,3364235
