RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105099,0
90,120358,4544
80,125670,4753
70,113875,3483
60,112253,3452
50,120758,3824
40,352539,21556
30,781395,10454
20,804673,10864
