RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.74,0:06.32,113,678720,1523,640
90,5.54,0.85,0:06.41,1572,687826,55409,13500
80,5.67,0.86,0:06.54,1968,690597,147288,15883
70,5.60,1.25,0:06.86,9178,705332,203529,32250
60,5.74,1.63,0:07.38,39100,741609,308456,80838
50,5.81,2.23,0:08.06,76559,814710,380881,148795
40,5.74,3.15,0:08.92,129830,892015,497272,307029
30,5.91,3.65,0:09.64,188612,977737,559268,462334
20,5.94,4.02,0:10.14,195645,1062446,670427,595549
10,6.07,4.40,0:10.73,242080,1130675,712785,757161
5,7.05,4.29,0:11.63,249316,1196180,772666,843259
