RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.84,0:06.43,26,678207,904,612
90,5.52,0.96,0:06.49,31,689367,38980,11331
80,5.60,0.93,0:06.54,26,689375,82089,11359
70,5.67,0.98,0:06.65,68,698849,150146,23827
60,5.74,1.42,0:07.17,21886,742153,244540,83360
50,5.86,1.53,0:07.41,11972,832645,342893,163182
40,5.92,1.86,0:07.83,12468,972549,450211,303182
30,5.87,2.38,0:08.38,21704,1141457,560658,497903
20,6.08,2.23,0:08.51,2417,1224234,658966,584073
10,6.32,2.46,0:08.94,4529,1367492,708939,739366
5,7.04,2.63,0:09.80,5018,1444829,771107,811417
