RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.51,0.83,0:06.34,119,678697,-63740412,644
90,5.59,0.81,0:06.42,1527,687871,-63741932,13491
80,5.66,0.86,0:06.54,1794,689601,-63797205,15379
70,5.70,1.21,0:06.92,9016,706311,-63940721,32761
60,5.76,1.73,0:07.50,39347,741133,-64146086,81182
50,5.79,2.49,0:08.30,83938,807963,-64455432,147105
40,5.81,3.78,0:09.63,170286,857563,-64834602,309719
30,5.86,4.51,0:10.48,235300,928039,-65344551,464022
20,6.08,4.85,0:11.12,254924,1005260,-65898159,592481
10,6.39,5.37,0:12.02,310783,1064367,-66571964,752279
5,7.05,5.53,0:12.87,312598,1131448,-67293452,822976
