RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679347,129
90,694507,1539
80,696623,1802
70,720215,9028
60,785392,39364
50,898924,83945
40,1045248,170302
30,1212154,235311
20,1349444,254947
10,1495891,310794
5,1569873,312609
