RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.58,2.86,0:06.40,32440,751466,743440,606817
90,2.95,3.75,0:08.34,45166,741400,1479318,1139243
80,2.81,4.51,0:09.22,46870,739696,1650346,1128412
70,2.69,5.34,0:09.89,48681,737897,1902829,1216203
60,2.68,8.95,0:13.84,91568,904532,2569982,2024760
50,2.78,10.09,0:15.16,101931,946799,3124582,2235206
40,2.74,10.91,0:15.96,102575,946154,3637457,2255806
30,2.84,11.30,0:16.43,105107,943623,3874007,2256513
20,2.83,11.72,0:16.86,104800,943929,4094959,2263364
10,2.78,12.21,0:17.38,102513,946217,4295268,2269299
5,2.69,9.42,0:13.84,121576,927149,3261444,1685477
