RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.53,0.09,0:03.62,0,100590,0,0
90,3.55,0.55,0:04.10,38318,103901,51824,41423
80,3.56,0.64,0:04.21,50127,102688,68913,54273
70,3.54,0.91,0:04.45,74352,123656,90366,80291
60,3.54,0.85,0:04.40,72179,111124,80366,77757
50,3.57,1.13,0:04.71,91661,156010,113006,107773
40,3.71,3.20,0:07.50,163284,976435,595193,531520
30,3.66,4.40,0:08.80,249870,1132866,709280,773367
20,3.71,4.40,0:08.86,265374,1118421,709933,779267
10,3.73,4.53,0:09.01,255532,1189428,731174,819201
5,4.25,5.24,0:10.51,319127,1572835,815197,1237873
