RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.13,0.13,0:04.27,0,100590,0,0
90,4.28,0.83,0:05.12,39006,103643,206206,165695
80,4.24,0.96,0:05.21,50031,102803,275404,213773
70,4.35,1.19,0:05.55,74334,122697,358595,313336
60,4.46,1.56,0:06.04,85788,132522,369698,351377
50,4.40,1.93,0:06.36,87450,155628,459307,409378
40,4.86,6.85,0:13.15,163304,908634,2129098,2118535
30,4.92,9.64,0:16.74,229098,1152797,2716521,3004293
20,5.12,9.63,0:16.89,226304,1156435,2735861,3058624
10,5.07,9.91,0:17.24,229125,1178687,2761401,3156816
5,5.35,12.87,0:21.48,311443,1574742,2889478,4463369
