RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.48,0.07,0:03.55,0,100590,0,0
90,3.58,0.58,0:04.16,42487,109555,63543,46385
80,3.42,0.74,0:04.16,50345,113486,71712,54893
70,3.47,0.79,0:04.26,59186,119532,77305,64161
60,3.46,0.81,0:04.28,63685,108832,73048,70100
50,3.56,0.97,0:04.54,73666,181974,117278,88278
40,3.73,3.29,0:07.24,161514,1105866,647118,467079
30,3.56,4.37,0:08.32,246914,1135561,709134,772930
20,3.57,4.43,0:08.39,262493,1120003,709251,778651
10,3.95,4.36,0:08.74,261133,1246145,744236,854851
5,4.17,5.28,0:10.08,321086,1572304,815534,1229150
