RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,100623,63697.21,4122.432,,,,,,,,,,
100,1,1301,1623.295,2.242,,,,,,,,,,
100,2,304,473.187,1.576,,,,,,,,,,
100,3,972,1195.672,2.979,,,,,,,,,,
100,4,726,915.197,2.759,,,,,,,,,,
90,0,152039,509051.9,4014964,42487,408714.4,71950.18,1,29510.74,0.000,,51444,1791.260,130.386
90,1,1532,1994.000,3.454,,,,,,,,,,
90,2,538,821.175,1.550,,,,,,,,,,
90,3,1399,1755.930,1.891,,,,,,,,,,
90,4,2044,2527.016,2.504,,,,,,,,,,
80,0,164053,524121.4,670288.8,50345,422011.5,125629.0,4,112311.7,213597.1,,61367,2800.870,134.514
80,1,1896,2391.348,1.084,,,,,,,,,,
80,2,559,762.786,0.476,,,,,,,,,,
80,3,777,880.717,0.338,,,,,,,,,,
80,4,951,1096.594,1.445,2,17.311,9.570,,,,,9,0.416,0.000
70,0,178751,587685.8,486921.5,59186,475616.1,28982.86,5,142595.2,823118.9,,71797,2804.144,101.338
70,1,1183,1475.928,2.273,,,,,,,,,,
70,2,414,665.747,2.716,,,,,,,,,,
70,3,603,616.764,1.598,,,,,,,,,,
70,4,732,939.751,2.449,,,,,,,,,,
60,0,172442,602230.5,302907.5,63685,486601.5,52338.83,6,141366.3,64971364,,70137,6107.554,2771.567
60,1,1806,2294.083,3.037,,,,,,,,,,
60,2,352,622.133,4.684,,,,,,,,,,
60,3,1296,1641.209,2.526,,,,,,,,,,
60,4,1373,1732.739,2.824,2,18.681,1.676,,,,,9,0.447,0.000
50,0,255565,758777.5,341307.8,73666,594960.6,54219.95,7,151240.6,83771850,,115547,14027.27,2510.694
50,1,3988,4485.148,38.161,,,,,,,,,,
50,2,363,644.167,3.997,,,,,,,,,,
50,3,1558,2044.521,1.374,,,,,,,,,,
50,4,1393,1841.078,2.228,,,,,,,,,,
40,0,1267305,2895742,29159421,161514,1756850,470353.0,5,123394.4,76535965,,780543,469673.4,1208604
40,1,3178,4501.745,16.476,4,35.878,8.178,,,,,7,0.248,0.000
40,2,1067,1679.854,4.512,,,,,,,,,,
40,3,4412,5845.185,18.535,,,,,,,,,,
40,4,2454,3085.187,7.478,,,,,,,,,,
30,0,1382531,4007757,6949804,246917,2428084,3889734,6,113605.1,64524434,,969173,793993.4,940512.6
30,1,1872,2516.966,2.884,,,,,,,,,,
30,2,466,926.869,3.462,,,,,,,,,,
30,3,1563,2172.763,2.406,,,,,,,,,,
30,4,7374,8020.235,136.273,,,,,,,,,,
20,0,1382421,4090175,4142663,262493,2500148,1182317,7,106261.4,2029630,,969417,801286.1,809869.0
20,1,2219,2841.078,22.318,4,62.412,97.029,,,,,27,1.020,0.000
20,2,741,1179.857,1.923,,,,,,,,,,
20,3,4059,5200.901,8.712,,,,,,,,,,
20,4,2548,3280.383,6.713,,,,,,,,,,
10,0,1507203,4318315,4541472,261133,2584624,944346.3,5,95879.18,252163.8,,1079967,870982.2,1127839
10,1,347,432.814,2.806,,,,,,,,,,
10,2,1044,1568.055,1.614,,,,,,,,,,
10,3,5992,8482.874,39.365,,,,,,,,,,
10,4,3565,4385.062,6.194,,,,,,,,,,
5,0,1893512,5427663,2238479,321095,3087687,4381367,7,98480.59,4054307,,1527142,1233076,3319574
5,1,2451,3126.701,11.513,,,,,,,,,,
5,2,739,1230.081,3.150,,,,,,,,,,
5,3,2681,3689.153,6.153,,,,,,,,,,
5,4,676,866.067,2.885,,,,,,,,,,
