RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.12,0.17,0:04.30,0,100590,0,0
90,4.61,0.79,0:05.41,1716,110642,351370,263757
80,4.53,0.97,0:05.51,1101,110039,416381,306685
70,4.42,1.17,0:05.60,728,108103,430021,374263
60,4.55,1.10,0:05.66,420,104409,437038,417001
50,4.62,1.39,0:06.03,1909,184695,558638,455045
40,4.64,6.20,0:10.89,65641,648692,3262817,2175062
30,4.14,8.34,0:12.90,289,664930,4265242,4608193
20,4.14,8.48,0:13.05,35,665122,4316843,4685363
