RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,624156,417830.3,97766.09,423,9078.384,55.404,,,,
100,1,319,462.869,4.065,11,102.806,21.653,,,,
100,2,446,643.868,1.678,,,,,,,
100,3,1416,1964.151,2.505,,,,,,,
100,4,1787,2125.616,1.249,,,,,,,
90,0,1048834,4016563,3789293,313007,3374819,11364642,3,104605.9,232982612,
90,1,1973,2542.224,3.820,,,,,,,
90,2,1007,1505.603,2.865,,,,,,,
90,3,3695,4848.698,31.028,,,,,,,
90,4,2312,3014.731,16.436,,,,,,,
80,0,1048975,3008251,3168954,149713,2280483,693920.9,5,181526.8,282179597,
80,1,1165,1424.065,2.433,,,,,,,
80,2,550,852.686,0.994,,,,,,,
80,3,719,1017.950,3.209,,,,,,,
80,4,5057,5673.830,47.248,1,14.894,0.000,,,,
70,0,1048903,2842553,3628908,132182,2129453,67017244,2,93611.96,606138031,
70,1,4947,5250.461,52.925,1,14.865,0.000,,,,
70,2,973,1335.586,1.460,,,,,,,
70,3,2915,3725.929,3.380,,,,,,,
70,4,2668,3230.785,4.226,,,,,,,
60,0,1048929,2976098,5292288,176936,2266297,15456892,7,293997.1,105198855,
60,1,2347,2924.905,11.741,,,,,,,
60,2,454,813.721,3.501,1,10.545,0.000,,,,
60,3,2236,3114.218,18.379,2,20.530,8.193,,,,
60,4,1205,1471.575,1.169,,,,,,,
50,0,1048775,2809844,4475890,166914,2093727,659550.3,14,595582.0,256575470,
50,1,1932,2446.292,2.827,2,23.745,36.201,,,,
50,2,224,531.530,4.353,,,,,,,
50,3,2569,3282.385,5.797,,,,,,,
50,4,1465,1826.373,2.327,,,,,,,
40,0,1048988,2689471,4199954,141376,1943616,577640.6,5,136793.5,33188432,
40,1,523,670.350,2.426,,,,,,,
40,2,668,996.863,1.892,,,,,,,
40,3,4797,5492.136,120.481,,,,,,,
40,4,4025,4992.314,7.852,,,,,,,
30,0,1048994,2665738,4178325,149046,1929260,1627732,7,233204.6,122620836,
30,1,732,963.850,2.599,,,,,,,
30,2,401,712.514,2.417,,,,,,,
30,3,4702,5480.398,266.912,,,,,,,
30,4,2496,3185.235,6.756,2,18.605,4.939,,,,
20,0,1048809,3537457,2242231,367972,2869812,718385.3,3,84787.34,70604122,
20,1,988,1184.195,1.197,,,,,,,
20,2,346,706.864,3.747,1,11.238,0.000,,,,
20,3,5572,6533.033,253.961,,,,,,,
20,4,3235,4100.657,11.373,,,,,,,
10,0,1048873,2477676,3731242,130910,1734607,3106292,1,37767.98,0.000,
10,1,1096,1314.784,1.058,,,,,,,
10,2,427,740.477,3.370,,,,,,,
10,3,1395,2100.363,3.671,1,14.670,0.000,,,,
10,4,964,1185.059,7.232,,,,,,,
5,0,1048742,2454794,3238866,129619,1687155,334183.8,1,11135.38,0.000,
5,1,2116,2739.638,71.017,,,,,,,
5,2,357,630.864,2.664,,,,,,,
5,3,2248,2973.721,14.912,3,42.040,93.910,,,,
5,4,1427,1940.900,3.483,2,24.653,44.151,,,,
