RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,626420,445
90,1059738,313013
80,1072975,149722
70,1069008,132189
60,1068281,176941
50,1070926,166927
40,1073045,141389
30,1070957,149055
20,1057496,367981
10,1070484,130914
5,1074743,129628
