RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,679654,757181.3,191193.7,141,1388.906,76.355,,,,
100,1,570,1029.722,10.841,5,65.430,122.281,,,,
100,2,1112,1796.280,2.841,17,117.755,32.853,,,,
100,3,840,1348.701,5.674,,,,,,,
100,4,578,878.843,1.017,,,,,,,
90,0,689449,779491.0,103203.1,1786,13710.87,18.755,,,,
90,1,972,1452.356,1.650,,,,,,,
90,2,1034,1536.246,1.343,,,,,,,
90,3,584,967.436,3.821,1,36.734,0.000,,,,
90,4,394,664.467,5.870,2,39.491,347.398,,,,
80,0,690160,784264.1,68205.09,1813,13780.12,18.744,1,31065.03,0.000,
80,1,667,1076.148,4.088,2,42.600,474.997,,,,
80,2,916,1483.813,2.641,,,,,,,
80,3,534,803.767,1.480,,,,,,,
80,4,298,525.175,5.379,,,,,,,
70,0,714117,858753.8,249904.0,8432,71411.33,1485.278,10,267100.3,109814279,
70,1,670,1068.419,2.229,,,,,,,
70,2,785,1336.302,6.084,,,,,,,
70,3,631,917.159,1.481,,,,,,,
70,4,916,1466.786,1.610,,,,,,,
60,0,775471,1185109,829578.8,43831,316647.6,39129.36,15,420536.6,630322773,
60,1,813,1278.457,1.427,,,,,,,
60,2,273,505.077,11.188,6,67.141,149.314,,,,
60,3,685,1099.894,1.682,,,,,,,
60,4,819,1278.434,1.428,,,,,,,
50,0,908180,1627714,4640727,84190,661680.9,213649.5,24,614408.7,310252208,
50,1,375,691.343,2.285,,,,,,,
50,2,697,1030.776,1.693,,,,,,,
50,3,605,861.188,0.909,,,,,,,
50,4,413,638.464,1.492,,,,,,,
40,0,1037677,2084042,5045323,123039,1025971,213556.3,35,905414.8,422758246,
40,1,537,893.707,3.869,2,45.707,189.092,,,,
40,2,366,598.689,1.503,,,,,,,
40,3,485,746.117,2.149,,,,,,,
40,4,205,321.786,8.465,1,35.591,0.000,,,,
30,0,1165115,2607285,5826540,198874,1462120,422291.9,42,728939.4,192354992,
30,1,782,1236.325,1.208,,,,,,,
30,2,452,755.034,5.692,2,41.324,405.897,,,,
30,3,546,916.456,2.301,,,,,,,
30,4,529,774.140,1.421,,,,,,,
20,0,1260754,2946067,3189314,240226,1716186,1285018,57,822902.4,103125150,
20,1,645,987.481,0.948,,,,,,,
20,2,237,374.510,2.139,,,,,,,
20,3,224,414.883,11.192,,,,,,,
20,4,203,341.890,3.071,1,21.415,0.000,,,,
10,0,1374102,3483112,5185438,314124,2153122,2085932,61,783962.5,66508946,
10,1,609,938.713,0.970,,,,,,,
10,2,527,713.727,0.949,,,,,,,
10,3,111,176.152,2.559,,,,,,,
10,4,72,110.574,1.620,,,,,,,
5,0,1439697,3828775,28043900,334441,2404296,3395566,74,714623.0,22727084,
5,1,515,882.530,3.379,1,33.614,0.000,,,,
5,2,206,344.235,3.307,,,,,,,
5,3,86,130.440,2.354,,,,,,,
5,4,124,193.719,0.495,,,,,,,
