RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.13,0:02.13,0,100521,0,0
90,3.93,0.28,0:02.33,1073,140778,44682,41748
80,4.06,0.27,0:02.41,2517,151895,58185,53153
70,4.01,0.35,0:02.43,3345,162365,73266,64654
60,3.98,0.44,0:02.47,5065,171348,76989,73969
50,4.36,0.75,0:02.82,32925,215247,113455,108174
40,4.85,1.81,0:03.60,4996,1099662,545825,526112
30,4.97,2.31,0:03.97,5260,1349798,692499,743991
20,5.08,2.45,0:04.12,374,1380449,707234,773401
10,5.11,2.60,0:04.21,101,1382652,709344,776656
5,7.30,5.07,0:06.65,251985,1143142,717451,786513
