RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.67,0.11,0:03.79,0,104760,0,0
90,3.67,0.20,0:03.88,5173,121405,26659,17003
80,3.69,0.29,0:03.98,4045,156887,63063,54605
70,3.67,0.35,0:04.03,4788,172420,74478,72522
60,3.65,0.39,0:04.04,4107,177666,75337,78395
50,3.71,0.51,0:04.23,15570,196934,91847,91528
40,3.90,1.33,0:05.24,65892,425450,234732,225591
30,4.36,1.89,0:06.27,19566,1270636,650610,670895
20,4.30,2.22,0:06.54,32477,1294705,681598,741523
10,4.53,4.18,0:08.75,37705,2626122,1281329,1539975
5,4.77,3.94,0:08.74,36707,2629289,1282957,1613561
