RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.48,2.50,0:05.70,37317,749249,567402,524619
90,2.43,2.66,0:05.87,38087,748479,686345,537114
80,2.48,2.83,0:06.09,38630,747939,806446,566563
70,2.60,2.86,0:06.23,38438,748135,918275,568228
60,2.61,4.60,0:08.07,84660,916209,1129153,1007969
50,2.70,4.78,0:08.32,94865,953864,1130882,1109802
40,2.64,4.98,0:08.40,96860,951869,1131165,1126053
30,2.65,6.62,0:09.29,524309,524424,1131170,1126420
20,2.79,4.73,0:08.17,96813,951916,1131172,1126287
10,2.85,4.70,0:08.13,98000,950730,1131169,1126357
5,2.73,6.12,0:08.87,524109,524621,1131172,1126458
