RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99197,118337.8,27712.63,,,,,,,
100,1,862,1176.478,0.237,,,,,,,
100,2,1036,1429.063,0.491,,,,,,,
100,3,196,471.072,6.635,,,,,,,
100,4,336,522.804,0.734,,,,,,,
90,0,117445,204193.3,43148.91,11628,80510.90,1303.691,2,43036.85,19653923,
90,1,19136,107521.8,5561.497,14035,92144.68,531.168,1,33735.99,0.000,
90,2,16877,106089.5,2512.471,14462,92138.93,497.104,1,53418.22,0.000,
90,3,353,596.794,1.024,,,,,,,
90,4,121,171.389,1.709,,,,,,,
80,0,119818,231061.4,47587.13,15352,107118.8,1244.151,4,90671.71,40860567,
80,1,23110,132241.4,7535.653,16845,114394.2,14870.60,1,16142.08,0.000,
80,2,20557,120321.0,4399.779,15707,104259.6,1429.741,1,15897.23,0.000,
80,3,281,503.144,1.175,,,,,,,
80,4,73,120.248,1.040,,,,,,,
70,0,119752,248393.8,33047.25,18678,125452.8,6188.408,6,116154.0,65438070,
70,1,25657,156603.5,11036.48,20716,137015.3,1486.721,2,24693.87,5217580,
70,2,30642,147911.5,6967.851,19589,127461.3,3302.463,2,22660.92,3094231,
70,3,393,723.601,1.296,,,,,,,
70,4,149,259.736,4.083,1,13.409,0.000,,,,
60,0,127738,269049.5,523366.3,20530,138355.8,13435.89,6,121864.2,53096347,
60,1,25540,168412.8,3117.164,22242,147500.5,8589.988,,,,
60,2,45081,172207.8,62044.09,20728,141753.5,58201.58,,,,
60,3,86,190.794,3.960,,,,,,,
60,4,103,185.306,1.828,,,,,,,
50,0,153748,290266.1,71111.92,21057,143723.9,9229.584,8,160460.2,168177895,
50,1,64370,216751.0,27960.85,26028,173314.5,3743.388,1,13992.87,0.000,
50,2,77997,221703.7,67971.69,24536,167568.1,17145.53,1,3997.674,0.000,
50,3,268,437.373,1.394,,,,,,,
50,4,77,122.074,0.777,,,,,,,
40,0,394506,780560.4,850927.9,60470,440125.0,51835.49,23,461194.0,51147867,
40,1,279354,603835.9,348364.2,52620,381438.1,18540.19,12,235584.8,32895843,
40,2,275707,660699.0,654375.2,62789,442455.9,17736.56,13,273462.8,37518721,
40,3,162,274.472,2.090,,,,,,,
40,4,,,,,,,,,,
30,0,448826,976471.9,1354568,80123,569661.2,38782.25,32,522233.6,21885729,
30,1,328792,825631.0,408819.9,75452,536554.8,42698.12,25,459997.2,13558404,
30,2,312234,775989.6,555836.1,69085,500273.2,84697.20,30,551196.6,33828183,
30,3,187,318.465,0.827,,,,,,,
30,4,160,151.576,0.858,,,,,,,
20,0,456508,1038496,864116.1,86685,618840.7,54036.27,35,546615.0,43133709,
20,1,331267,814780.3,1520841,71787,525334.3,25862.50,26,453654.1,101965309,
20,2,331464,797766.0,556044.7,71654,513970.4,48692.19,31,483079.7,45764712,
20,3,86,118.768,0.719,,,,,,,
20,4,104,202.409,1.963,,,,,,,
10,0,511899,1257469,837761.7,101642,717780.4,107442.2,54,693043.6,12010089,
10,1,383930,1047138,768079.3,88875,626626.3,514651.5,47,574795.9,7972704,
10,2,383872,1004519,1654363,85198,595151.7,899410.4,48,603515.5,14992898,
10,3,75,127.330,0.872,,,,,,,
10,4,78,155.396,1.534,,,,,,,
5,0,472142,1320091,18516182,96820,739393.0,82322.35,13,104751.4,5641811,
5,1,344119,1117913,2478139,85164,656146.1,52890.92,4,36165.34,5618841,
5,2,346235,1132310,1688920,87542,676798.9,127189.4,4,29264.15,1912487,
5,3,296,445.896,1.281,,,,,,,
5,4,17,22.547,0.809,,,,,,,
