RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,101302,0
90,153622,40147
80,163767,47921
70,175765,59002
60,198515,63523
50,296985,71630
40,970173,175913
30,1120644,224667
20,1150985,230136
10,1352844,275724
5,1220069,269546
