RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
30,0,743178,2786520,5296912,347919,2355539,127239.4,5,39877.42,17889138,
30,1,599364,2589171,4281745,332837,2250114,6122150,,,,
30,2,68,184.762,14.274,8,54.656,1.008,,,,
30,3,1190,1506.380,2.026,,,,,,,
30,4,2689,3384.213,5.943,3,27.455,11.562,,,,
