RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.75,0.11,0:02.12,0,100521,0,0
90,3.95,0.25,0:02.33,836,140596,44244,41549
80,4.03,0.27,0:02.40,2604,152137,58375,53333
70,4.02,0.37,0:02.45,3387,162559,73284,64802
60,4.05,0.40,0:02.49,5778,172712,78069,74739
50,4.44,0.68,0:02.82,33012,216099,113948,108284
40,4.84,1.78,0:03.61,2408,1082159,536076,514029
30,4.96,2.36,0:03.99,5435,1349475,691831,743712
20,4.85,2.47,0:04.01,410,1380494,707310,772734
10,5.06,2.63,0:04.21,102,1382650,709345,776620
5,5.66,2.83,0:04.59,3739,1385537,713884,781322
