RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,644525,919273.9,137115.2,2109,13277.50,61.097,,,,67289.11,123946,13035.67,824.232,644525,126882.3,47168.12,,,
100,1,345,646.702,5.287,,,,,,,,,,,345,13.444,0.000,,,
100,2,222,427.690,2.486,,,,,,,,,,,222,7.986,0.000,,,
100,3,199,306.553,1.590,,,,,,,,,,,199,7.397,0.000,,,
100,4,191,362.519,1.223,,,,,,,,,,,191,7.883,0.000,,,
90,0,527617,1136227,9472896,7,51.170,3.911,9,261615.9,291793642,435948.0,3152,183.588,0.017,527617,484710.7,9327043,,,
90,1,439,821.408,1.551,,,,,,,,,,,439,16.329,0.000,,,
90,2,331,551.628,0.959,,,,,,,,,,,331,12.957,0.000,,,
90,3,239,402.110,0.889,,,,,,,,,,,239,9.441,0.000,,,
90,4,420,789.929,5.099,9,82.115,68.605,,,,,9,0.385,0.000,420,16.138,0.000,,,
80,0,528222,1079485,681501.7,7,68.727,103.777,10,429660.6,508775100,415990.4,3682,205.379,0.021,528222,463898.3,640131.8,,,
80,1,456,756.601,2.615,,,,,,,,,,,456,17.945,0.000,,,
80,2,375,721.109,5.932,8,88.227,83.330,,,,,8,0.354,0.000,375,14.092,0.000,,,
80,3,399,662.488,2.665,,,,,,,,,,,399,15.916,0.000,,,
80,4,414,766.531,8.465,16,123.039,74.548,,,,,16,0.569,0.000,414,41.350,0.747,,,
70,0,528751,1094624,1425918,12,134.582,113.141,11,429173.0,400911458,424884.2,4205,232.552,0.057,528751,473430.7,1057740,,,
70,1,250,481.895,1.465,,,,,,,,,,,250,13.132,0.000,,,
70,2,112,199.260,1.759,,,,,,,,,,,112,4.002,0.000,,,
70,3,111,187.214,1.795,,,,,,,,,,,111,4.494,0.000,,,
70,4,87,156.648,1.289,,,,,,,,,,,87,3.313,0.000,,,
60,0,531176,1345345,2053767,2051,10646.90,0.996,9,524620.4,1488473640,666361.4,6770,314.022,0.006,531176,716060.8,1953449,,,
60,1,332,586.219,3.521,,,,,,,,,,,332,25.754,0.448,,,
60,2,199,386.975,3.324,,,,,,,,,,,199,7.234,0.000,,,
60,3,287,498.759,1.526,,,,,,,,,,,287,11.305,0.000,,,
60,4,231,360.445,1.041,,,,,,,,,,,231,9.356,0.000,,,
50,0,530014,1462928,8045078,260,1519.092,11.565,17,341880.2,321094487,776886.3,5673,303.062,0.011,530014,826732.1,7879658,,,
50,1,535,1052.972,6.713,16,122.753,69.950,,,,,16,0.577,0.000,535,19.879,0.000,,,
50,2,236,588.446,13.583,30,208.164,25.036,,,,,30,1.106,0.000,236,9.652,0.000,,,
50,3,414,700.800,5.761,2,37.889,328.679,,,,,2,0.116,0.000,414,16.346,0.000,,,
50,4,98,149.303,5.541,,,,,,,,,,,98,4.301,0.000,,,
40,0,529603,1479242,59417795,18,153.715,55.005,13,412562.8,715757317,777790.3,5263,291.908,0.005,529603,827495.1,57990793,,,
40,1,439,775.242,1.861,,,,,,,,,,,439,17.427,0.000,,,
40,2,376,892.332,8.226,28,197.027,31.060,,,,,28,1.014,0.000,376,18.095,0.000,,,
40,3,72,60.097,0.349,,,,,,,,,,,72,3.867,0.001,,,
40,4,111,162.545,0.620,,,,,,,,,,,111,4.529,0.000,,,
30,0,529603,1484782,59146386,18,158.536,63.547,8,373448.8,64947698,778764.0,5263,289.304,0.009,529603,829027.7,57839744,,,
30,1,112,200.044,1.107,,,,,,,,,,,112,3.979,0.000,,,
30,2,260,640.853,9.256,16,121.045,56.115,,,,,16,0.599,0.000,260,13.118,0.001,,,
30,3,112,199.848,1.077,,,,,,,,,,,112,4.101,0.000,,,
30,4,574,809.120,0.575,,,,,,,,,,,574,22.183,0.000,,,
20,0,529675,1498945,4583023,18,173.971,76.163,10,289003.8,247833572,785232.9,5263,292.799,0.006,529675,837401.5,4466682,,,
20,1,132,408.152,18.015,21,170.689,42.778,,,,,21,0.807,0.000,132,4.916,0.000,,,
20,2,219,332.540,0.441,,,,,,,,,,,219,9.120,0.000,,,
20,3,,,,,,,,,,,,,,,,,,,
20,4,209,335.724,0.754,,,,,,,,,,,209,8.391,0.000,,,
10,0,529673,1549310,1357547,18,177.569,89.767,2,42146.52,249695634,813507.2,5263,314.026,1.671,529673,865770.6,1065960,,,
10,1,100,251.575,16.953,9,80.964,94.574,,,,,9,0.336,0.000,100,3.801,0.000,,,
10,2,295,675.983,8.722,31,218.596,24.291,,,,,31,1.130,0.000,295,10.800,0.000,,,
10,3,169,249.654,1.438,1,9.448,0.000,,,,,2,0.095,0.000,169,6.349,0.000,,,
10,4,125,96.314,0.621,,,,,,,,,,,125,4.885,0.000,,,
5,0,529606,1534875,103252.9,18,161.737,71.768,2,28956.16,53236949,803074.8,5265,299.603,0.429,529606,855641.8,3449.968,,,
5,1,199,383.363,4.272,,,,,,,,,,,199,7.732,0.000,,,
5,2,175,265.145,1.683,,,,,,,,,,,175,7.267,0.000,,,
5,3,203,419.115,5.581,16,106.265,11.799,,,,,16,0.602,0.000,203,7.698,0.000,,,
5,4,,,,,,,,,,,,,,,,,,,
