RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.61,1.08,0:03.69,2109,642490,121475,2990
90,2.45,1.78,0:04.24,7,527555,386268,266582
80,2.47,1.82,0:04.29,7,528088,453250,267051
70,2.49,1.85,0:04.35,12,528609,493226,267323
60,2.45,2.27,0:04.72,2051,529133,534114,480570
50,2.43,2.24,0:04.67,260,529828,534576,528068
40,2.36,2.38,0:04.75,18,529659,534601,531519
30,2.51,2.20,0:04.71,18,529659,534612,531530
20,2.44,2.29,0:04.74,18,529659,534592,531513
10,2.59,1.97,0:04.56,18,529659,534606,531524
5,2.58,1.95,0:04.54,18,529662,534616,531536
