RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.23,0.17,0:04.41,0,100590,0,0
90,4.35,0.43,0:04.84,702,111560,224213,212366
80,4.41,0.58,0:05.08,3313,119494,298055,272084
70,4.40,0.83,0:05.30,4655,119078,372028,326180
60,4.40,0.89,0:05.39,1756,118613,380617,358031
50,4.47,1.65,0:06.19,30041,162351,578580,531106
40,4.91,4.73,0:11.08,29730,720397,2568847,2517313
30,5.28,4.23,0:14.19,217,1119248,3489872,3844628
20,5.19,4.25,0:14.20,38,1126758,3476941,3849052
10,5.24,6.47,0:14.86,21008,1037835,3612263,3906149
5,5.36,10.03,0:20.32,63753,1474004,3775091,5692813
