RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.18,0.16,0:04.35,0,104862,0,0
90,4.23,0.29,0:04.53,5460,109553,109384,57132
80,4.35,0.53,0:04.90,3914,110065,244312,212471
70,4.33,0.77,0:05.12,5021,110482,299716,287567
60,4.54,0.74,0:05.31,4075,111988,303761,305812
50,4.66,0.67,0:05.35,16533,128194,357651,349963
40,4.98,2.10,0:07.14,69503,278042,838862,832706
30,5.20,3.33,0:09.81,6414,967038,2296300,2451081
20,5.35,3.88,0:10.81,7074,1012746,2593183,2746521
10,5.54,9.28,0:21.55,23121,2252677,5010758,6032260
5,5.95,7.07,0:20.80,4012,2492380,4703533,5966089
