RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.06,3.60,0:05.80,119640,929149,564478,497097
90,2.18,3.44,0:05.74,120929,927863,564442,494708
80,2.23,4.07,0:06.34,243478,805318,565614,563133
70,2.20,3.57,0:05.82,140452,908347,565615,563141
60,2.29,3.37,0:05.72,134899,913900,565612,563131
50,2.26,3.36,0:05.66,135135,913671,565623,563159
40,2.33,3.22,0:05.63,137196,911614,565623,563127
30,2.36,3.21,0:05.60,147428,901384,565616,563163
20,2.48,2.98,0:05.51,137340,911475,565615,563138
10,2.44,4.18,0:06.63,402073,646745,565625,563146
5,2.42,2.96,0:05.39,136255,912564,565624,563148
