RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.96,0.09,0:01.59,0,100476,-24579543,0
90,4.12,0.92,0:01.95,41549,108311,-24579543,45658
80,4.14,0.88,0:01.99,49471,116021,-24642581,53947
70,4.08,1.03,0:02.06,58694,118251,-24716047,63540
60,4.17,1.00,0:02.06,63519,109011,-24793220,69369
50,4.48,1.13,0:02.22,70797,185129,-24866395,86514
40,5.64,4.17,0:03.67,164000,968321,-24982734,353464
30,5.60,6.44,0:04.67,250006,1080026,-25551761,750562
20,5.33,6.49,0:04.70,272888,1097668,-26231418,788779
10,4.63,7.26,0:04.81,284554,1097745,-26935800,797419
5,5.81,7.41,0:05.38,302044,1133634,-27645326,812119
