RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,786891,235306
90,942829,49
80,946327,56
70,947267,61
60,1301125,1148
50,1378276,450
40,1376039,64
30,1369060,67
20,1371222,70
10,1372557,71
5,1364937,69
