RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.51,0.71,0:03.25,546,549059,48276,8272
90,2.51,3.56,0:07.34,44064,742502,1026362,825229
80,2.55,3.87,0:07.74,44675,741891,1201384,849008
70,2.64,4.03,0:07.96,44704,741870,1370217,851443
60,2.65,6.66,0:10.75,89104,909205,1693715,1509609
50,2.80,7.29,0:11.63,102142,946588,1962654,1657539
40,2.68,7.58,0:11.76,99936,948789,1982065,1677080
30,2.70,7.88,0:12.12,101045,947685,2261839,1666410
20,2.59,8.68,0:12.95,103078,945652,2799973,1670706
10,2.56,8.95,0:13.34,99453,949277,3135034,1640850
5,2.63,9.53,0:13.87,136093,912642,3245941,1667835
