RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105049,0
90,143351,7749
80,179957,6770
70,191546,4282
60,194607,3440
50,216636,6264
40,430746,22021
30,1352173,17352
20,1388311,34128
10,2661981,36555
5,2867489,36716
